,JobRole,Skills
1227,Software Development Engineer III,"Wireless, Computer science, Cloud computing, Backend, Coding, WAN, GCP, Internship"
1228,Senior Data Analytics Engineer,"Computer science, Data modeling, GCP, Cloud, Data processing, Data quality, Analytics, Recruitment"
1229,Senior Data Engineer,"Computer science, Data modeling, GCP, Cloud, Data processing, Data quality, Analytics, Recruitment"
1230,Senior Data Engineer,"Data Engineering, Java, Docker, GCP, Google Cloud Platform, data transformation, SQL, Kubernetes"
1231,Chief Technology Officer/Vice President - Software Engineering,"Software Development, Technical Architect, front end, AWS Cloud server, MEAN stack, DevOps, GCP, Django"
1232,Security Architect,"risk assessment, cloud security, microsoft azure, security services, aws, security operations, security compliance, risk management"
1233,Application Developer,"sql, plsql, gcp, python, dataproc, dbms, business intelligence, spring"
1234,Lead Engineer,"python, software development, version control, presentation skills, python development, microsoft azure, cloud platforms, engineering"
1235,Data Engineer,"Data Engineering, data engineer, ETL, Python, SQL, Data Science, GCP, Azure Cloud"
1236,Big Data Engineering  with GCP or Azure- Publics Sapient,"SCALA, Spark, Devops, Gcp Cloud, Java, Data Engineering, Azure Cloud, Big Data"
1237,Cloud Engineer (Google Cloud Platform),"Automation, Networking, Configuration management, Market intelligence, Windows, Analytics, Technical support, Monitoring"
1238,Site Reliability Engineer,"kubernetes, data, site reliability engineering, redis, ansible, containerization, cloud, postgresql"
1239,Full-Stack Engineering Manager,"Full Stack development, CSS, Azure, Vue, HTML, Node.js, Machine learning models, React"
1240,Developer/Engineer,"Google Cloud Platforms, Mern, mongo, node, react, Google, Cloud, GCP"
1241,DevOps Manager,"kubernetes, continuous integration, golang, ci/cd, bitbucket, cloud technologies, helm, ansible"
1242,Data Engineer: Data Platforms-Google,"sql, gen, bigquery, cloud sql, python, hive, java, postgresql"
1243,Big Data Engineering  with GCP or Azure- Publics Sapient,"SCALA, Spark, Gcp Cloud, Java, Data Engineering, Azure Cloud, Big Data, Data Bricks"
1244,Hiring | Google Big Query | Data Engineers/ Developers |,"Google BigQuery, Application Developer, Data Engineer, BigQuery Developer, Google Dataproc, Jenkins, Hive, git"
1245,Engineering Manager Fullstack,"Interpersonal skills, Front end, data science, GCP, Diversity and Inclusion, Cloud, Agile, Manager Technology"
1246,Cloud Engineer,"Azure, GCP, AWS, Cloud Engineer, automation, cloud architecture, deployment, Cloud"
1247,Cloud Engineer,"Terraform, Aws Cloud, Azure Cloud, Gcp Cloud, Cloud, Microsoft Azure, GCP, AWS"
1248,Cloud Architect / Senior Cloud Engineer,"Aws Cloud, Terraform, Azure Cloud, GCP, Ci/Cd, Jenkins, Gitlab, Cloud"
1249,"Lead II, Cloud Engineering","Cloud Engineering, Windows Server Administration, networking concepts, DNS, TCP/IP, firewalls, RD Gateway, Active Directory setup"
1250,Principal Cloud Engineer,"technical network engineering, lan switching, jncis, routing, network engineering, networking, bgp, ccnp"
1251,Cloud Engineer,"Iac, Cloud Infrastructure, Gcp Cloud, Cloud Storage, Terraform, Bigquery, Cicd Pipeline, Kubernetes Deployment"
1252,"Cloud Engineer, Advanced","Automation, Linux, Infrastructure management, Talent acquisition, Access management, GCP, Troubleshooting, Information technology"
1253,Cloud Engineer,"kubernetes, continuous integration, python, nagios, infrastructure design, microsoft azure, software programming, docker"
1254,Sr. Cloud Engg(Tech lead)-SAP,"Dialog programming, Report generation, Coding, SAP ABAP, Web development, Cloud, Javascript, Development Lead"
1255,Cloud Engineer,"Computer science, Automation, orchestration, Compliance, Networking, Infrastructure management, Disaster recovery, Troubleshooting"
1256,CLOUD ENGINEER - BIG DATA,"Computer science, Cloud computing, orchestration, Networking, Machine learning, Infrastructure, Manager Technology, big data"
1257,Cloud Engineer,"Engineering services, Automation, Automation engineering, PDF, Powershell, Debugging, Cloud, AWS"
1258,Manager - Cloud Engineer/DevOps,"Computer science, Cloud computing, Automation, github, Storage management, Configuration management, Incident management, Troubleshooting"
1259,Senior Cloud Engineer,"Service management, Computer science, Telecom, Automation, Assurance, Linux, Workflow, Operations"
1260,DevOps Engineer - Google Cloud Platform,"DevOps, Terraform, Linux, CI/CD Pipeline, Google Cloud Platform, Ansible, Cloud Infrastructure, Ruby"
1261,Cloud Devsecops Engineer,"Devsecops, Gcp Cloud, Cloud Security, Cloud, GCP, Cloud Devsecops, Security"
1262,Database Engineer || SEW.ai || Immediate Hiring,"Data Engineering, Postgresql, SQL Server, mongodb, t-sql, Cassandra, Google Cloud Services, ETL"
1263,Presales Solution Architect,"Modernization, Data Engineering, Solution Design, Cloud Technologies, Big Data Technologies, Migration, Hadoop, Presales"
1264,Security Architect,"cloud security, microsoft azure, gcp, security services, aws, cyber security, information security, vulnerability management"
1265,Security Architect,"it risk management, cloud security, microsoft azure, vb, .net, risk management, risk assessment, security assessment"
1266,Security Architect,"cloud security, microsoft azure, identity management, aws, okta, threat analysis, access management, vulnerability management"
1267,Security Architect,"microsoft active directory, cloud security, microsoft azure, gcp, aws, network security, cyber security, information security"
1268,Application Developer,"python, sql, plsql, dataproc, gcp, cloud sql, oracle, google"
1269,Application Developer,"python, sql, plsql, dataproc, gcp, cloud sql, oracle, google"
1270,Application Developer,"python, sql, plsql, dataproc, gcp, cloud sql, oracle, google"
1271,Full-Stack Engineering Manager,"PyTorch, TensorFlow, CSS, Azure, Vue, HTML, Node.js, Machine learning models"
1272,Data Scientist,"Data Science, Data Scientist, Tensorflow, Azure, Data Engineering, Power Bi, Hadoop, Data Mining"
1273,Engineering Manager,"Devops, Golang, Cucumber - BDD Framework, Airflow, Blockchain, CloudCheckr, Prometheus, Groovy"
1274,Data Engineer,"SQL, api integration, autosys, pyspark, ci/cd, cloud technologies, control-m, docker"
1275,Security Architect,"security compliance, microsoft azure, vulnerability management, siem, infrastructure security, cloud security, cyber security, hipaa"
1276,Engineering Manager - Backend Development - Java & Golang,"Backend Development, Golang, Java, NoSQL, Spring MVC, PostgreSQL, MySQL, Google Cloud Platform"
1277,Data Engineering Tech Lead - GCP,"Performance tuning, Cloud computing, Data analysis, Data modeling, Scheduling, Troubleshooting, JIRA, Monitoring"
1278,Security Architect,"information technology, network security, security framework, dast, qualys, python, cloud security, ip"
1279,Security Architect,"cloud security, microsoft azure, security services, aws, web application firewall, security assessment, ip, dlp"
1280,Security Architect,"cloud security, information technology, cryptography, authorization, authentication, security compliance, python, soc"
1281,Security Architect,"cyber security, ssi, microsoft azure, security engineering, aws, sabsa, architecting, cloud security"
1282,Application Lead,"devops, software engineering, microsoft azure iaas, microsoft azure, aws, ado.net, azure devops, jquery"
1283,Security Architect,"microsoft active directory, cloud security, microsoft azure, nist, aws, security assessment, cyber security, information security"
1284,Security Architect,"sap, information technology, network security, security framework, cis, load balancing, cloud security, ip"
1285,Security Architect,"event management, cloud security, splunk enterprise security, siem, security framework, cyber security, information security, microsoft azure"
1286,Security Architect,"network security, information security, security framework, security penetration testing, protocols, python, cloud security, burp suite"
1287,"HashiCorp Vault Engineer , Production Engineering","RTOS, Product management, Automation, GCP, Production engineering, Service engineering, boomi, Cloud"
1288,Senior Software Engineer - Release Engineering,"Health insurance, github, orchestration, GCP, Resource allocation, Cloud, test driven development, Open source"
1289,Manager - Data Engineering,"advanced analytics, Data management, data science, GCP, Machine learning, Cloud, Data analytics, data visualization"
1290,Engineering Manager,"Project development, cassandra, GCP, MySQL, Cloud, Javascript, MongoDB, Distribution system"
1291,LLM Engineer,"Computer science, GCP, Business analysis, Cloud Services, Machine learning, Deployment, Management, AWS"
1292,Associate Manager/ Manager - Data Engineering,"advanced analytics, Data management, data science, GCP, Machine learning, Cloud, Data analytics, data visualization"
1293,Terraform Engineer,"Computer science, Automation, Networking, GCP, Configuration management, Shell scripting, Cloud, Infrastructure"
1294,Engineer - IAC Packer SME,"Image management, VMware, Linux, GCP, devops, Cloud, Windows, Virtualization"
1295,Principal Engineer in DevOps,"Computer science, orchestration, Architecture, GCP, devops, Cloud, Javascript, Data mining"
1296,Software QA Engineer - Automation,"Computer science, Linux, data security, GCP, devops, Cloud, Unit testing, SQL"
1297,Cloud Engineer,"Terraform, Azure Cloud, google cloud, Ci/Cd, Scripting, Jenkins, PAAS, Kubernetes"
1298,GCP Cloud Engineer -  Lead /Architect,"Google, GCP, Bigquery, Deployment, Gcp Cloud, Architecture, Leadership, Cloud"
1299,"Senior Cloud Engineer (Python scripting, Cloud certified)","python, Terraform, Ansible, jenkins, AWS, groovy, GCP, shell"
1300,GCP Cloud Engineer,"ci/cd, networking, azure devops, gcp, troubleshooting, continuous integration, kubernetes, python"
1301,Google Cloud Engineer Analyst Sr Level 1,"Google Cloud, GKE, GKE Migration, Terraform, GCP, CI/CD, GCVE Migration, Kubernetes"
1302,Senior Cloud Engineer,"Jenkins, Terraform, Docker, GCP, Kubernetes, CI/CD, Helm, Python"
1303,Cloud Engineer - II (Data Engineer),"Github, PySpark, ETL, AWS/Azure/GCP, SQL, Data Pipeline, Snowflake, Data Warehouse"
1304,Partner Data_Big Data/ Cloud Engineer,"Maven, Coding, GCP, SCALA, Cloud, Agile, big data, SDLC"
1305,DevOps Engineer - Google Cloud Platform,"DevOps, Terraform, Linux, CI/CD Pipeline, IT Automation Tools, Google Cloud Platform, Ansible, Cloud Infrastructure"
1306,DevOps Engineer - Google Cloud Platform,"DevOps, Terraform, Linux, CI/CD Pipeline, Google Cloud Platform, Ansible, Cloud Infrastructure, IT Automation"
1307,Cloud Platform Engineer,"hyper-v, cloud platform, vmware administration, cloud infrastructure management, cloud computing, kubernetes, python, project management"
1308,Product Engineer II Cloud Storage,"amazon sqs, python, oracle, web services, gcp, microsoft azure, aws, aws cloudformation"
1309,Google Cloud Engineer,"Terraform, GCP, Sre, Ci/Cd, Cloud, Cd, Google, Continuous Integration"
1310,Senior Cloud Engineer - GCP,"Automation, Version control, GIT, Powershell, Active directory, DNS, Vulnerability, Release management"
1311,Senior Cloud Engineer - GCP,"Automation, Version control, GIT, Powershell, Active directory, DNS, Vulnerability, Release management"
1312,AWS Cloud Engineer,"Computer science, Linux, GCP, Machine learning, Troubleshooting, Continuous improvement, Information technology, AWS"
1313,Azure Cloud Engineer,"Production management, Automation, Monitoring tools, Enterprise applications, GCP, devops, ticketing tools, Disaster recovery"
1314,AWS Cloud Engineer,"Production management, Automation, Monitoring tools, Enterprise applications, GCP, ticketing tools, Disaster recovery, Cloud"
1315,Associate Director - GCP cloud Engineer,"Etl Pipelines, GCP Cloud, Power BI, Direct, Cloud, Bi, ETL, GCP"
1316,Cloud Engineer - Indore,"Ci Cd Pipeline, Aws Cloud, Docker, Terraform, Kubernetes, Azure Cloud, Cloud Formation Aws, Ansible"
1317,Senior Cloud Engineer,"Automation, Version control, Networking, GCP, Leadership training, Cloud, Infrastructure, AWS"
1318,Cloud Engineer,"Analytical skills, Cloud computing, Root cause analysis, Automation, Interpersonal skills, Powershell, GCP, Infrastructure"
1319,Cloud Engineer ( Azure / AWS / GCP ),"GCP, Cloud, AWS, Microsoft Azure"
1320,Gcp cloud Engineer,"Automation, Architecture, Coding, GCP, Data Architect, Cloud, Infrastructure, jenkins"
1321,"Java Cloud Engineers, Release Engineer and PL/SQL Developer","Backend, hsm, Managed services, Access management, GCP, Analytical, Billing, PLSQL"
1322,Google cloud engineer,"Cloud computing, Data analysis, GIT, Linux, Cloud, Javascript, Infrastructure, Monitoring"
1323,Cloud Engineer,"Networking, GCP, Cloud Services, Powershell, Infrastructure, Deployment, Routing, Open source"
1324,Senior Cloud Engineer,"PCI DSS, Automation, GCP, Configuration management, SOC, Continuous improvement, Information technology, Python"
1325,Cloud Engineer,"PCI DSS, Automation, GCP, Configuration management, SOC, Continuous improvement, Information technology, Python"
1326,GCP Cloud Engineer,"GIT, Linux, Networking, Cidr, VPN, GCP, Script writing, Cloud"
1327,Cloud Engineer - GCP certified added advantage,"IT services, GCP, Information security, Consulting, Cloud, cloud storage, Account management, Troubleshooting"
1328,Senior IT Cloud Engineer,"Automation, github, Linux, Powershell, GCP, Acls, DNS, Genetics"
1329,AWS Cloud Engineer,"Automation, GCP, Consulting, Cloud, Security services, Performance testing, Technology solutions, AWS"
1330,Cloud Support Engineer,"Oracle Cloud Infrastructure, linux, Oracle cloud, Cloud Computing, virtualisation layers, Azure Cloud Services, Gcp Cloud, Cloud Services"
1331,Cloud Engineer (GCP),"SAN, Automation, Linux, GCP, VPN, SOC, SMS, DNS"
1332,Azure Cloud Engineer,"kubernetes, cloud security, vmware, microsoft azure, azure cloud, cloud support, docker, ansible"
1333,Cloud Engineer,"Object oriented design, Analytical skills, C++, KVM, Linux, Scalability, GCP, Cloud"
1334,Cloud Engineer,"cyber security, TDD, GCP, Cloud, Software development life cycle, test driven development, Distribution system, Operations"
1335,GCP Cloud Engineer,"GCP, Cloud, GCP Cloud"
1336,Cloud Engineer,"configuration management, gcp, management, collaboration, release, writing, microsoft azure, serverless"
1337,Cloud Engineer II ( CE II ),"Engineer II, Health insurance, Automation, Linux, VPN, GCP, Cloud, Windows"
1338,Staff Cloud Engineer,"Automation, Compliance, Coding, GCP, SOC, Packaging, Healthcare, Monitoring"
1339,AWS Cloud Engineer,"Production management, Automation, Monitoring tools, Enterprise applications, GCP, ticketing tools, Disaster recovery, Cloud"
1340,Azure Cloud Engineer,"Production management, Automation, Monitoring tools, Enterprise applications, GCP, devops, ticketing tools, Disaster recovery"
1341,Cloud Engineer,"container, python, web services, microsoft azure, root cause analysis, cloud platform, docker, ansible"
1342,GCP Cloud Engineer,"Interpersonal skills, Automation, Network design, NoSQL, RDBMS, Configuration management, Agile methodology, Open source"
1343,Senior Cloud Engineer,"Automation, Version control, Networking, GCP, Leadership training, Cloud, Infrastructure, AWS"
1344,Cloud Engineer (Google Cloud Platform),"Automation, Networking, Configuration management, Market intelligence, Windows, Analytics, Technical support, Monitoring"
1345,Google Cloud Engineer,"Automation, orchestration, Compliance, GCP, Disaster recovery, Infrastructure, Programming, Information technology"
1346,Cloud Engineer,"kubernetes, web services, microsoft azure, root cause analysis, cloud platform, system troubleshooting, docker, ansible"
1347,Pre Sales Cloud engineer,"Internet technologies, Usage, Compliance, GCP, Cloud, Presales, AWS, Sales"
1348,Google Cloud Engineer - SSE,"Cloud computing, Operations management, Business consulting, Quality standards, CGI, GCP, Shell scripting, Cloud"
1349,DevOps Engineer - Google Cloud Platform,"DevOps, Terraform, Linux, GCP, GitHub, Ansible, CI/CD, Ruby"
1350,DevOps Engineer - Google Cloud Platform,"DevOps, Terraform, Linux, CI/CD Pipeline, Google Cloud Platform, Ansible, Cloud Infrastructure, IT Automation"
1351,Senior Cloud DevOps Engineer,"continuous integration, analytical, bitbucket, azure devops, microservices, docker, ansible, gcp"
1352,Cloud DevOps Engineer,"microsoft azure, gcp, infrastructure, agile, aws, continuous integration, kubernetes, python"
1353,Director Engineering,"cloud, Program And Project Management, product engineering, Delivery Management, Project, Engineering, Project management, Delivery"
1354,Director of Engineering,"Leadership, Start Up Experience, Azure, MicroServices, Kafka, Go, Distributed Systems, Data Platforms"
1355,Azure Cloud Engineer | Vapi,"GCP, Azure Cloud, HIPAA, Gdpr, Kubernetes, Aws Security, Aws Cloudformation, Cloud Security"
1356,"Senior Cloud Engineer, Infrastructure","Terraform, GCP, Cloud Infrastructure, Compute Engine, Cloud Storage, Cloud Sql, Kubernetes Engine, Networking"
1357,"Senior Cloud Engineer, Azure","GIT, Terraform, Azure Cloud, Kubernetes Administration, AWS, Cloud, Kubernetes, Senior"
1358,Data Engineer - Google Cloud Platform,"Data Engineering, Data Ingestion, Big Query, Git, Data Pipeline, GitHub, Google Cloud Platform, Data Warehousing"
1359,"Senior Staff Security Engineer, Cloud Security","remediation, Product engineering, cloud security, GCP, Cloud, Customer support, Vulnerability management, infrastructure security"
1360,"Software Engineer (React, Cloud)","container, kubernetes, orchestration, performance testing, kinesis, redis, sql, docker"
1361,Cloud and Observability Engineer,"Automation, GCP, Analytical, Debugging, Troubleshooting, Risk management, Operations, Analytics"
1362,DevOps Engineer - Google Cloud Platform,"DevOps, Terraform, Linux, CI/CD Pipeline, IT Automation Tools, Azure Cloud, Google Cloud Platform, Ansible"
1363,DevOps Engineer - Google Cloud Platform,"DevOps, configuration management, Amazon Cloud, Azure Cloud, GitHub, CI/CD, Go, Ruby"
1364,Sr. Cloud Security Engineer,"security compliance, cloud security, GCP, Information security, devops, Cloud, Information technology, Recruitment"
1365,Cloud Platform Engineer,"microsoft azure, docker, terraform, aws, cloud computing, kubernetes, continuous integration, python"
1366,Cloud Platform Engineer,"kubernetes, docker, linux administration, devops, aws, continuous integration, python, vmware"
1367,Cloud Platform Engineer,"microsoft exchange server, microsoft azure, cloud architecture, infrastructure, aws, kubernetes, python, vmware"
1368,Cloud Platform Engineer,"performance testing, vmware, cloud platform, cloud infrastructure, aws, kubernetes, python, microsoft azure"
1369,Cloud Dev/Devops Engineer,"kubernetes, continuous integration, cd, python, software development, microsoft azure, ci/cd, gitlab ci / cd"
1370,GCP Cloud Security & Network Engineer,"Google Cloud, Docker, AWS, VMware NSX-T, Kubernetes, Network Security, DNS, DHCP"
1371,GCP Cloud Platform Engineer,"Jenkins, Docker, GitLab CI, Google Cloud Platform, CloudBuild, Terraform, Ansible, DNS"
1372,GCP Cloud Operation Engineer,"CI/CD Tools, Docker, AWS, Kubernetes, Google Cloud, Terraform, Ansible, DNS"
1373,Cloud Platform Engineer,"performance testing, vmware administration, cloud architecture, cloud infrastructure, vmware vsan, kubernetes, python, vmware"
1374,DevOps Engineer - Google Cloud Platform,"DevOps, Terraform, Linux, CI/CD Pipeline, IT Automation Tools, Google Cloud Platform, Ansible, Cloud Infrastructure"
1375,Cloud Platform Engineer,"cloud platform, cloud architecture, splunk administration, splunk, cloud infrastructure, kubernetes, python, vmware"
1376,Data Engineer Google Cloud Platform (GCP),"Artificial Intelligence, Data engineer, Google Cloud Platforms, Cloud Sql, Business Intelligence, cloud run, GCP, Bigquery"
1377,"Engineering Manager, Cloud platform","SAN, Operational excellence, GCP, Cloud, Software development life cycle, Incident management, Monitoring, Team building"
1378,Cloud Sales Engineer,"Customer acquisition, Outbound, Sales development, Strategic partnerships, GCP, Sales coordination, Analytical, Team development"
1379,Engineering Manager (Cloud),"Product management, Microstrategy, GCP, ISO 27001, Test design, Agile, Software development life cycle, Continuous improvement"
1380,Principal Engineer - Cloud Platform,"Cloud computing, Architecture, Design review, GCP, Diversity and Inclusion, Programming, Manager Technology, Management"
1381,Principal Engineer - Cloud Platform,"Cloud computing, Architecture, Design review, GCP, Diversity and Inclusion, Programming, Manager Technology, Management"
1382,"Staff Software Engineer, Cloud Platform","Cloud computing, Automation, GCP, SAAS, Agile, Open source, Apache, Distribution system"
1383,Cloud Solution Engineer,"Product management, Automation, Linux, GCP, SOC, Consulting, Shell scripting, Presales"
1384,Cloud Solution Engineer,"Product management, Automation, Linux, GCP, SOC, Consulting, Shell scripting, Presales"
1385,"Senior Software Engineer, Cloud Platform","Cloud computing, Automation, GCP, SAAS, Agile, Open source, Apache, Distribution system"
1386,Infogain is hiring GCP Administrator@ Immediate joiner,"Networking, GCP Admin, GCP Adminstrator, Cloud Admin, GCP, Cloud, Hiring, Administration"
1387,Principal AI/Ml Engineer,"AI/Ml engineering, JAX, Azure, STEM, Jenkins, AI/ML publications, PyTorch, Git"
1388,Engineer I,"Computer science, Career development, GCP, Project management, Finance, Agile, Wellness, Open source"
1389,Data Engineer,"GCP, Cloud Migration, Data Warehousing, Data Modeling, SQL, Ci Cd Pipeline, Data Migration, DBT"
1390,Professional Service Engineer,"Linux Administration, Azure Cloud, Active Directory, Professional Services, Aws Cloud, It Technical Support, GCP, L3"
1391,AI/ML Engineer,"Python Framework, AL/ML, Google Cloud Platforms, Tensorflow, Postgresql, Benchmarking, Deployment, Ml Algorithms"
1392,Data Analyst - Qliksense,"PLSQL, Qliksense, Business Intelligence, Power Bi, Data Analytics, Oracle, Google Cloud Platforms, SQL"
1393,Application Designer,"information technology, networking concepts, microsoft azure, terraform, aws, kubernetes, hipaa, application design"
1394,Software Development Engineer,"software development, google, cloud platform, gcp, platform architecture, kubernetes, python, c++"
1395,DevsecOps Engineer,"Computer science, Automation, Load testing, GCP, Analytical, Disaster recovery, Infrastructure, Monitoring"
1396,Salesforce Solution Architect,"Computer science, Automation, Product engineering, Manager Quality Assurance, Managed services, GCP, Consulting, Operations"
1397,Director Data Engineering,"Data Engineering, HL7, HIPAA, AWS, azure, Airflow, Pyspark, Azure Databricks"
1398,GCP Certified Developer,"Bigquery, Data Flow, big data, gcp cloud, gcp, Flow, Data, Certified"
1399,Associate Director - Data Lead - GCP,"Bigquery, SQL, GCP Cloud, cloud composer, Data Flow, Airflow, Github, cloud function"
1400,SAP cloud engineer,"Rap, Sap S4Hana, Abap, cloud, btp, Configuration, Private Cloud, Artificial Intelligence"
1401,German -M365/ Exchange Online - Cloud Engineer - Quatrro - Thane,"O365, Onpremise, On-Prem, Office, Microsoft Teams, MS Exchange, Exchange Server Administration, Active Directory Administration"
1402,M365/ Exchange Online - Cloud Engineer - Quatrro - Thane,"O365, Onpremise, On-Prem, Office, Microsoft Teams, MS Exchange, Exchange Server Administration, Active Directory Administration"
1403,German -M365/ Exchange Online - Cloud Engineer - Quatrro - Thane,"O365, Onpremise, On-Prem, Office, Microsoft Teams, MS Exchange, Exchange Server Administration, Active Directory Administration"
1404,Google Cloud Data Engineer,"Airflow, Data Engineering, GCP, Bigquery, Python, pytest, Dataproc, SQL"
1405,Cloud Devops Engineer,"Jenkins, Terraform, Gcp Cloud, GIT, Ci Cd Pipeline, Scripting Languages, Kubernetes, Scripting"
1406,GCP Data Engineer (Senior),"Infrastructure support, SUB, Resource utilization, Networking, GCP, Infrastructure, cloud architect, big data"
1407,Engineering Manager (Cloud),"Product management, Microstrategy, GCP, Test design, Cloud, Agile, Software development life cycle, Continuous improvement"
1408,Enterprise Business Manager,"Cloud Sales, Aws Cloud, Azure Cloud, Gcp Cloud, Enterprise, Management, GCP, Enterprise Business"
1409,Web Developer,"css, aws administration, microsoft azure, web development, agile, sql queries, web application, version control"
1410,Technology Architect,"microsoft azure, hybrid cloud, gcp, cloud infrastructure, aws, c#, cloud migration, aws administration"
1411,Application Developer: DevOps,"confluence, devops, linux, jira, application development, kubernetes, redhat linux, docker"
1412,Infra Tower Lead,"Cloud Infrastructure, python, Azure, java, spark, hadoop, big data, AWS"
1413,Senior Support Engineer,"Grafana, Monitoring Tools, Python, Golang, Ticketing, Azure, C++, C"
1414,Senior Generative AI Developer - Model Validation,"Generative AI, Tensorflow, Azure, Google Cloud Platform, AI, Model Validation, AIML, AWS"
1415,Databricks Admin,"Databricks Admin, PowerShell, cloud, cluster management, gcp, integration, access management, ci/cd"
1416,Engineer II,"Computer science, Training, Career development, GCP, Project management, Analytical, Manager Technology, Wellness"
1417,Senior Site Reliability Engineer,"Computer science, C++, Linux, Ergonomics, GCP, Flex, Scheduling, Monitoring"
1418,Sr. Cloud Solutions Architect,"Product management, Outbound, Career development, cloud security, SAS, Access management, GCP, Relationship building"
1419,"Data Scientist - Junior, Middle and Senior Level","SQL, Matplotlib, GCP, Azure Cloud, Natural Language Processing, Pandas, Tableau, AWS"
1420,Golang Developer,"Golang, Cloud platforms, Scalability, Serverless architectures, Cloud-native development, Performance optimization, Microservices architecture, Google Cloud"
1421,DevOps Engineer,"DevOps, Automation, Azure, Infrastructure Management, Documentation, CI/CD, Performance Tuning, AWS"
1422,Senior Support Engineer,"SDLC, Ubuntu, Golang, Azure, C++, C, ELK, RedHat Enterprise"
1423,Moodle Developer,"Bugs, Moodle Developer, UI, GCP, API, moodle, salesforce, cloud services"
1424,CTO/Vice President - Software Engineering & Product Development,"MySQL, Product Development, DevOps, CSS, Solutions Architecture, web application, GCP, API"
1425,Chief Technology Officer/VP - Software Engineering&Product Development,".net, Amber, Project management, HTML, Angular JS, Dynamo DB, JavaScript, PHP"
1426,Sr. Mobile App Developer ( Andriod / iOS),"Andriod, S3, Java, SaaS, Google cloud services, iOS, Andriod Studio, Kotlin"
1427,Sr.Full Stack Engineer-Frontend -Backend,"Full Stack Development, Frontend Development, Database Management, SaaS, Google cloud services, API Development, Tech Architect, AWS"
1428,Senior Mobile App Developer Cum Mobile App Tech Architect,"Mobile App Development, S3, Java, SaaS, Espresso, Google cloud services, Appium, iOS"
1429,Modernization Engineer,"public cloud, microsoft azure, cloud technologies, aws, microsoft powerapps, kubernetes, python, vmware"
1430,Application Developer,"microsoft azure, data modeling, data warehousing concepts, software engineering, data integration, azure databricks, data services, python"
1431,Application Lead,"information technology, cloud development, salesforce sales cloud, salesforce marketing cloud, cloud architecture, css, android, social integration"
1432,Machine Learning Engineer,"GCP Certified, Machine Learning, Gcp Cloud, Deep Learning, Cloud, Certified, GCP, Machine"
1433,DevOps/DevSecOps Engineer,"Aws Cloud, Azure Cloud, Gcp Cloud, Terraform, Cloud Formation Aws, Ansible, Devops, GCP"
1434,Dot net Fullstack Developer,"Web Api, GIT, Asp.Net Core, Entity Framework, azure, Ci/Cd, Asp.Net Core Mvc, SQL Server"
1435,GITC Cloud Consultant,"Cloud, risk management, OCI, GCP, IBM Cloud, Microsoft Azure, AWS, Consulting"
1436,Senior Cloud Security Architect,"public cloud, gcp, customer service, information security, agile, cloud technologies, communication skills, microservices"
1437,Azure Engineer,"Automation, GCP, Cloud, jenkins, Performance monitoring, Monitoring, Microsoft Azure, Performance"
1438,Generative AI Engineer / GenAI Engineer,"Generative AI, Machine Learning, NLP, Cloud, Python, Natural Language Processing, Deep Learning, gcp"
1439,Engineering Manager,"GCP, Aiml, AWS, Devops, Azure Devops, Scrum, JIRA, Engineering"
1440,"Sr. Android Developer - JAVA(Bangalore, Gurugram)-Immediate joinee.","Java, Android UI design principles, Kotlin, RESTful AP, Android SDK, Azure, database technologies, No SQL"
1441,Senior Site Reliability Engineer,"container, kubernetes, c++, orchestration, configuration, golang, iac, site reliability engineering"
1442,Jr. DevOps Engineer,"Architect, Operational excellence, Scalability, GCP, Manager Technology, jenkins, Deployment, Continuous improvement"
1443,Python Developer,"Backend, Architecture, GCP, Cloud, Programming, Database, MongoDB, Object oriented programming"
1444,Sap Fiori Ui5,"Sap Fiori, Cloud, FIORI, Ui/Ux, ERP, CSS, business application services, Sap Fiori Ui5"
1445,Cloud IT Sales  Account manager role B2B,"Aws Cloud Sales, cloud sales, Azure Sales, Enterprise Sales, O365 Sales, Microsoft Cloud Cyber Security Sales, Microsoft Azure Sales, Google Cloud Sales"
1446,Cloud Sales Specialist,"Cloud Sales Specialist, AWS Cloud Sales, IT Sales, Cloud Sales, Azure Sales, Aws Cloud, Inside Sales, Google Cloud Sales"
1447,Tele Partner Account Manager Role In IT Cloud lead Generation Process,"Cloud Sales, Technology Sales, Cloud solution Sales, IT Inside Sales, IT Lead Generation, Google Cloud Sales, IT Sales, SAS Sales"
1448,GCP,"GIT, GCP, Control system, Cloud, Data processing, SDK, Stored procedures, Apache"
1449,Cloud Sales Specialist,"Cloud Sales Specialist, AWS Cloud Sales, IT Sales, Cloud Sales, Azure Sales, Aws Cloud, Inside Sales, Google Cloud Sales"
1450,Cloud IT Sales  Account manager role B2B,"Aws Cloud Sales, cloud sales, Azure Sales, Enterprise Sales, O365 Sales, Microsoft Cloud Cyber Security Sales, Microsoft Azure Sales, Google Cloud Sales"
1451,"Opening Cloud Sales B2B R ,Sat-Sun Fixed OFF","Cloud Sales, Azure Sales, Saas Sales, Google Cloud Sales, Software Sales, It Solution Sales, IT Inside Sales, Microsoft Licensing Sales"
1452,Azure Cloud Engineer,"Terraform, Kubernetes Administration, Helm Charts, azure cloud infrastructure, Gitlab, ansible, Cloud Infrastructure, Administration"
1453,DevOps Engineer |  Cloud Engineer ( DevOps ) || Typescript,"DevOps, RabbitMQ, SCA, Jenkins, DAST, Ansible, Kafka, SAST"
